V1,V2,V3,__target__
321,352,0.42979,2
910,351,0.359424,2
676,353,0.373366,2
479,357,0.36584,2
820,362,0.411077,2
848,363,0.371305,2
212,370,0.404911,2
264,382,0.551186,2
564,380,0.562179,2
694,375,0.44017,2
311,380,0.407778,2
639,387,0.472166,2
983,383,0.394157,2
26,387,0.421536,2
831,411,0.665337,2
86,388,0.456476,2
869,386,0.396785,2
378,386,0.353824,2
712,394,0.426037,2
134,395,0.410232,2
866,422,0.545648,2
303,402,0.383238,2
631,441,0.617028,2
45,410,0.366566,2
243,420,0.584076,2
70,418,0.363502,2
593,421,0.454788,2
431,427,0.507147,2
140,441,0.458398,2
922,440,0.600327,2
45,437,0.442315,2
314,443,0.661981,2
999,442,0.395536,2
428,445,0.401649,2
64,461,0.542225,2
858,463,0.395666,2
410,466,0.409376,2
907,470,0.459448,2
98,489,0.548411,2
838,476,0.425718,2
947,481,0.552755,2
379,477,0.442272,2
298,478,0.383066,2
322,480,0.425813,2
975,478,0.362393,2
888,494,0.543857,2
535,486,0.413576,2
237,485,0.369329,2
742,484,0.356953,2
642,495,0.437847,2
766,496,0.468833,2
386,497,0.448984,2
626,512,0.442307,2
220,514,0.472772,2
542,511,0.431559,2
864,510,0.362178,2
916,514,0.392403,2
138,512,0.371442,2
180,513,0.391167,2
236,512,0.352569,2
333,523,0.373657,2
380,523,0.363908,2
781,525,0.371366,2
871,526,0.419695,2
595,529,0.383345,2
652,540,0.517219,2
124,533,0.501668,2
412,530,0.390246,2
202,538,0.470223,2
527,538,0.411718,2
896,534,0.355119,2
858,538,0.350255,2
554,540,0.35562,2
962,542,0.374404,2
914,547,0.444688,2
607,554,0.531454,2
855,554,0.39625,2
725,552,0.390889,2
189,555,0.368928,2
499,559,0.36055,2
262,562,0.400679,2
661,568,0.370124,2
355,569,0.392818,2
720,575,0.498425,2
891,582,0.400244,2
621,585,0.445179,2
130,591,0.53249,2
986,586,0.350788,2
665,590,0.459257,2
198,613,0.577556,2
803,630,0.615866,2
981,605,0.386798,2
899,601,0.480942,2
222,612,0.496015,2
719,609,0.460872,2
453,618,0.389972,2
874,630,0.495655,2
902,621,0.454277,2
67,625,0.407772,2
632,619,0.357515,2
565,620,0.357364,2
182,643,0.460649,2
926,636,0.450195,2
234,638,0.440001,2
359,653,0.517865,2
654,647,0.354492,2
40,689,0.554304,2
562,660,0.416749,2
894,662,0.412985,2
634,670,0.429631,2
913,682,0.410042,2
498,693,0.475781,2
630,690,0.397887,2
251,693,0.457271,2
589,722,0.608125,2
835,701,0.429319,2
937,706,0.427096,2
409,718,0.480806,2
435,722,0.440075,2
532,736,0.480627,2
145,729,0.408783,2
676,729,0.408457,2
904,745,0.518628,2
118,736,0.365248,2
472,746,0.523147,2
183,747,0.386143,2
563,755,0.40791,2
46,764,0.402783,2
546,774,0.430382,2
468,784,0.559633,2
570,772,0.455469,2
958,772,0.564305,2
323,785,0.454062,2
645,774,0.469676,2
885,772,0.391549,2
440,782,0.433811,2
363,798,0.58853,2
59,790,0.413286,2
558,795,0.523256,2
231,798,0.388555,2
613,810,0.461385,2
864,806,0.376327,2
298,813,0.374007,2
579,815,0.573205,2
89,820,0.425677,2
355,840,0.461949,2
129,833,0.73314,2
426,827,0.378235,2
731,829,0.409821,2
568,883,0.707318,2
303,845,0.433137,2
892,851,0.475949,2
99,855,0.585448,2
446,858,0.457575,2
267,865,0.484611,2
414,865,0.472905,2
500,860,0.403748,2
962,861,0.401393,2
930,876,0.43037,2
124,870,0.442232,2
331,869,0.373347,2
201,871,0.396217,2
756,935,0.616487,2
90,898,0.578529,2
516,911,0.589769,2
43,888,0.425269,2
686,883,0.363438,2
249,910,0.513376,2
458,884,0.362111,2
479,908,0.429804,2
426,940,0.661903,2
366,919,0.491327,2
948,915,0.376754,2
987,917,0.385907,2
59,920,0.415037,2
648,918,0.362756,2
691,921,0.432203,2
155,924,0.395651,2
463,928,0.398831,2
94,933,0.3778,2
651,933,0.401819,2
334,952,0.499287,2
1000,939,0.373224,2
19,944,0.525501,2
476,940,0.364138,2
486,941,0.354732,2
784,948,0.412285,2
17,960,0.430457,2
481,957,0.375326,2
802,958,0.382975,2
267,983,0.667075,2
110,965,0.457168,2
59,972,0.478298,2
644,966,0.35822,2
495,976,0.455267,2
16,976,0.408263,2
550,974,0.359693,2
581,980,0.497066,2
409,976,0.355934,2
44,990,0.57936,2
198,988,0.42449,2
467,998,0.49457,2
432,993,0.370411,2
685,990,0.380955,2
71,996,0.36566,2
510,1003,0.459633,2
117,1001,0.359716,2
973,1008,0.372053,2
165,321,0.609603,3
173,384,0.645612,3
174,461,0.755261,4
135,225,0.575482,0
240,262,0.350265,0
335,205,0.405865,0
454,350,0.628488,4
111,378,0.401807,4
101,158,0.459327,0
567,223,0.687587,3
648,308,0.616447,3
710,281,0.75037,4
471,29,0.430086,1
807,56,0.554957,0
756,263,0.568286,4
804,407,0.741033,4
950,398,0.507682,4
604,610,0.460933,3
936,736,0.600498,0
255,546,0.442761,0
27,559,0.511476,0
639,854,0.628509,3
941,809,0.689341,0
762,838,0.380174,1
554,943,0.569277,0
327,21,0.518417,2
834,28,0.60109,2
427,23,0.506121,2
124,24,0.352106,2
542,27,0.408971,2
804,28,0.352597,2
49,32,0.366522,2
19,40,0.407793,2
854,89,0.637622,2
114,67,0.472999,2
197,44,0.40127,2
291,49,0.440291,2
430,46,0.353854,2
558,52,0.456355,2
763,69,0.515417,2
962,51,0.396609,2
155,71,0.608319,2
517,84,0.378519,2
245,88,0.496758,2
587,95,0.371955,2
647,100,0.49385,2
803,101,0.413833,2
158,107,0.37253,2
138,121,0.381111,2
666,134,0.695968,2
613,122,0.498452,2
30,125,0.411444,2
973,139,0.517248,2
68,144,0.459615,2
543,166,0.586867,2
69,168,0.492804,2
973,171,0.490001,2
300,174,0.547785,2
674,176,0.396878,2
608,176,0.354343,2
346,183,0.366747,2
250,187,0.355876,2
63,198,0.486889,2
483,196,0.437714,2
628,207,0.430129,2
745,217,0.402248,2
996,212,0.409623,2
393,227,0.401149,2
198,237,0.367996,2
18,271,0.62778,2
442,267,0.516449,2
473,262,0.381877,2
581,273,0.524201,2
786,273,0.514507,2
944,263,0.38443,2
52,274,0.353373,2
663,279,0.37083,2
464,283,0.384911,2
354,293,0.476401,2
525,286,0.357763,2
43,294,0.4374,2
44,314,0.514574,2
781,312,0.418275,2
122,317,0.596258,2
316,322,0.527017,2
724,314,0.416052,2
783,322,0.356174,2
201,326,0.391635,2
501,338,0.483959,2
339,362,0.457606,2
990,334,0.35783,2
17,343,0.406716,2
786,341,0.379428,2
675,342,0.380376,2
294,372,0.588035,2
262,349,0.386642,2
245,351,0.364928,2
400,353,0.415929,2
940,357,0.404603,2
613,359,0.464288,2
852,361,0.423787,2
18,386,0.644353,2
120,364,0.385782,2
725,377,0.495982,2
245,390,0.372144,2
612,385,0.383903,2
835,389,0.537686,2
138,392,0.451679,2
378,397,0.444158,2
634,408,0.377654,2
670,408,0.393555,2
1006,406,0.350019,2
301,429,0.430632,2
358,434,0.434736,2
270,429,0.381023,2
33,441,0.474233,2
643,438,0.631078,2
822,433,0.391047,2
724,446,0.438024,2
463,500,0.627943,2
436,452,0.351269,2
536,467,0.437637,2
664,474,0.542201,2
293,463,0.415749,2
366,484,0.520194,2
744,482,0.493679,2
945,477,0.397858,2
706,477,0.419073,2
883,484,0.404089,2
810,486,0.442561,2
35,488,0.377893,2
547,487,0.387861,2
643,494,0.363316,2
516,496,0.385282,2
715,502,0.650548,2
581,502,0.445367,2
346,513,0.52256,2
705,532,0.562981,2
760,518,0.395725,2
679,523,0.364197,2
358,552,0.53028,2
117,537,0.427203,2
672,550,0.578927,2
751,539,0.426668,2
282,543,0.365018,2
615,553,0.473894,2
59,563,0.375018,2
322,572,0.429889,2
462,571,0.49689,2
868,576,0.450138,2
721,574,0.403941,2
696,572,0.362301,2
674,575,0.361451,2
1004,577,0.419081,2
681,592,0.517989,2
18,607,0.55843,2
613,590,0.351558,2
319,598,0.425932,2
368,600,0.452172,2
738,613,0.572253,2
92,600,0.380845,2
193,611,0.389946,2
520,615,0.361222,2
373,623,0.430634,2
101,620,0.367457,2
556,627,0.431014,2
62,624,0.3526,2
441,632,0.40879,2
683,642,0.553996,2
875,633,0.374554,2
17,658,0.670276,2
350,698,0.531954,2
621,638,0.366607,2
703,642,0.371183,2
199,648,0.501879,2
324,644,0.404653,2
868,668,0.457874,2
564,651,0.402382,2
507,651,0.383723,2
424,660,0.377903,2
674,665,0.44373,2
529,668,0.52514,2
206,671,0.369278,2
237,673,0.374186,2
578,674,0.374059,2
457,678,0.421848,2
657,692,0.619466,2
562,715,0.58996,2
769,689,0.375371,2
682,694,0.375581,2
729,720,0.49733,2
277,703,0.409581,2
937,697,0.393579,2
520,703,0.391969,2
430,716,0.359821,2
855,722,0.360985,2
310,728,0.353284,2
436,733,0.402655,2
994,735,0.377927,2
659,734,0.356736,2
409,740,0.394486,2
478,749,0.501143,2
637,766,0.628829,2
19,746,0.377294,2
297,752,0.496969,2
794,751,0.388951,2
615,762,0.436867,2
330,768,0.47526,2
479,773,0.369315,2
767,775,0.445492,2
39,793,0.461121,2
834,788,0.407809,2
727,790,0.481935,2
268,790,0.374946,2
331,790,0.376396,2
440,792,0.353327,2
768,796,0.392639,2
467,798,0.394241,2
339,815,0.42272,2
731,818,0.489397,2
820,851,0.522411,2
440,819,0.477107,2
603,815,0.435046,2
412,857,0.730295,2
468,853,0.532572,2
52,832,0.386075,2
320,843,0.445311,2
352,851,0.623987,2
531,846,0.392353,2
704,847,0.423009,2
67,876,0.447126,2
978,876,0.387402,2
200,880,0.357112,2
498,893,0.353624,2
731,898,0.4582,2
23,913,0.559742,2
218,905,0.483329,2
653,908,0.436061,2
344,913,0.406914,2
53,920,0.409099,2
474,917,0.458556,2
732,914,0.361865,2
819,920,0.44863,2
216,922,0.385848,2
570,927,0.413294,2
260,930,0.362013,2
398,936,0.391313,2
605,938,0.445188,2
497,941,0.379693,2
436,950,0.428259,2
766,942,0.357083,2
17,959,0.562775,2
64,952,0.445929,2
349,964,0.417833,2
465,963,0.383782,2
78,975,0.487729,2
594,975,0.418267,2
219,980,0.458994,2
326,976,0.375769,2
450,980,0.436652,2
788,985,0.356367,2
341,991,0.403569,2
544,991,0.489385,2
974,989,0.405729,2
24,998,0.489571,2
618,997,0.361821,2
824,1006,0.439221,2
955,1006,0.510454,2
457,118,0.35359,3
152,262,0.589992,3
279,350,0.568296,4
203,164,0.621222,4
164,375,0.560398,4
133,439,0.445855,0
536,156,0.52401,4
591,271,0.45975,0
704,405,0.40306,4
855,116,0.427217,1
943,700,0.604176,4
481,492,0.510086,0
464,565,0.562864,0
284,508,0.542709,4
170,543,0.353266,1
189,434,0.443728,0
331,769,0.508771,4
758,755,0.583553,0
977,902,0.452015,0
208,304,0.420111,0
796,355,0.365417,0
492,537,0.405819,0
200,38,0.528012,2
868,25,0.525618,2
902,16,0.404236,2
979,44,0.552416,2
577,29,0.46103,2
68,28,0.350309,2
715,42,0.411124,2
158,35,0.35808,2
26,50,0.356557,2
871,62,0.447566,2
758,65,0.363431,2
903,71,0.37182,2
992,86,0.578458,2
669,84,0.421662,2
830,92,0.353087,2
762,97,0.369333,2
49,105,0.398116,2
433,106,0.385935,2
697,103,0.374367,2
669,107,0.389766,2
701,128,0.467069,2
534,122,0.353098,2
43,125,0.36507,2
417,128,0.372023,2
756,142,0.375079,2
430,149,0.413738,2
56,154,0.350144,2
674,163,0.398443,2
744,168,0.394205,2
991,176,0.357106,2
307,186,0.358419,2
439,198,0.406129,2
750,191,0.413334,2
469,197,0.370497,2
894,216,0.445637,2
988,214,0.380175,2
980,224,0.354391,2
125,243,0.387075,2
150,244,0.367868,2
902,250,0.351878,2
893,271,0.501212,2
939,313,0.57728,2
258,272,0.395192,2
906,294,0.46977,2
664,326,0.353749,2
688,346,0.353066,2
667,361,0.455718,2
284,370,0.412425,2
657,378,0.413409,2
897,417,0.574866,2
719,404,0.38019,2
130,406,0.38584,2
975,410,0.364109,2
633,426,0.393612,2
836,431,0.514395,2
978,427,0.389818,2
341,436,0.357822,2
984,436,0.358547,2
906,449,0.366896,2
810,458,0.499797,2
634,473,0.380995,2
872,480,0.385704,2
673,474,0.371206,2
455,496,0.435731,2
828,495,0.430838,2
362,508,0.352766,2
436,524,0.384011,2
804,526,0.3887,2
842,534,0.412101,2
222,537,0.36094,2
424,554,0.537872,2
502,550,0.357681,2
490,578,0.587907,2
362,576,0.376634,2
450,592,0.435776,2
920,659,0.359536,2
705,679,0.492155,2
182,693,0.514714,2
843,686,0.389255,2
910,690,0.359741,2
808,708,0.361952,2
425,730,0.472256,2
288,761,0.48883,2
719,757,0.615562,2
934,741,0.360767,2
285,805,0.399134,2
305,806,0.365337,2
781,847,0.564645,2
293,842,0.358461,2
516,856,0.369896,2
534,882,0.360791,2
659,895,0.375333,2
914,898,0.401489,2
764,913,0.369144,2
308,926,0.361484,2
810,926,0.354457,2
252,936,0.365827,2
782,953,0.574146,2
912,938,0.383029,2
314,984,0.354052,2
497,988,0.360326,2
824,986,0.355914,2
318,62,0.795104,4
422,83,0.810819,4
495,23,0.799468,4
542,77,0.624739,4
485,149,0.768884,0
294,472,0.712736,3
389,406,0.753309,4
453,503,0.820373,4
470,474,0.694179,0
357,569,0.746477,3
486,582,0.68643,4
540,511,0.802208,3
579,621,0.759269,3
629,570,0.7601,0
626,323,0.535441,4
515,330,0.714807,0
693,68,0.834086,3
771,44,0.712204,4
801,193,0.860508,3
692,301,0.718507,4
720,467,0.661033,0
670,567,0.764605,0
745,78,0.616563,0
684,104,0.689977,0
517,795,0.620045,4
583,867,0.459708,4
457,626,0.669144,0
363,918,0.609306,0
309,608,0.58538,0
259,526,0.609214,0
227,947,0.528947,0
308,838,0.606355,0
47,33,0.673388,2
698,15,0.493166,2
113,24,0.596192,2
186,16,0.351807,2
564,23,0.571142,2
728,16,0.368592,2
797,17,0.369138,2
821,23,0.53436,2
900,20,0.740406,2
999,19,0.385806,2
844,20,0.36917,2
295,30,0.412722,2
530,29,0.353659,2
596,35,0.481253,2
156,44,0.454095,2
842,59,0.546804,2
252,46,0.437309,2
91,49,0.386866,2
662,51,0.430684,2
165,105,0.526173,2
881,55,0.410678,2
260,64,0.557991,2
955,59,0.617293,2
580,56,0.360399,2
92,62,0.397427,2
132,72,0.4986,2
920,80,0.511006,2
464,74,0.360412,2
54,80,0.398746,2
203,78,0.360625,2
953,78,0.368963,2
509,91,0.536278,2
656,91,0.391437,2
44,92,0.397117,2
870,96,0.414273,2
185,104,0.39854,2
231,107,0.353892,2
101,114,0.474693,2
805,114,0.389866,2
946,115,0.363204,2
213,123,0.596874,2
424,124,0.424219,2
41,126,0.536229,2
754,134,0.737343,2
304,126,0.361156,2
722,153,0.677751,2
860,134,0.614806,2
328,131,0.359654,2
955,132,0.356893,2
985,130,0.403286,2
98,150,0.555654,2
244,143,0.449418,2
630,152,0.549908,2
303,151,0.373794,2
143,160,0.47631,2
852,176,0.569133,2
298,173,0.484251,2
58,162,0.452131,2
572,164,0.385169,2
655,174,0.416686,2
981,178,0.587862,2
766,175,0.360402,2
49,180,0.569751,2
345,177,0.395554,2
201,185,0.445706,2
564,188,0.514144,2
114,189,0.420161,2
502,190,0.401078,2
277,193,0.379602,2
726,192,0.394047,2
593,196,0.389346,2
96,204,0.509299,2
49,225,0.612261,2
366,206,0.400352,2
323,205,0.418804,2
459,211,0.400491,2
718,212,0.461056,2
181,218,0.451944,2
211,212,0.445087,2
418,213,0.398657,2
899,227,0.545214,2
257,219,0.459534,2
18,222,0.384736,2
90,220,0.354363,2
572,229,0.482204,2
357,229,0.400293,2
331,230,0.356972,2
715,247,0.599671,2
298,232,0.35888,2
16,242,0.447566,2
438,245,0.735312,2
858,256,0.560123,2
395,251,0.457997,2
743,242,0.396605,2
821,245,0.461794,2
270,256,0.490138,2
926,250,0.433377,2
176,250,0.400277,2
592,250,0.433623,2
308,257,0.356685,2
917,296,0.55368,2
991,263,0.457321,2
346,262,0.386841,2
829,269,0.447825,2
481,270,0.589426,2
727,272,0.420865,2
387,281,0.442912,2
437,300,0.530886,2
758,292,0.74646,2
642,278,0.362529,2
171,290,0.46352,2
491,288,0.402066,2
246,291,0.493712,2
842,295,0.492403,2
113,297,0.419672,2
978,303,0.480261,2
148,294,0.35341,2
519,297,0.429192,2
33,307,0.560578,2
554,303,0.44147,2
888,302,0.359036,2
129,320,0.515253,2
347,311,0.391421,2
249,317,0.475432,2
312,316,0.41519,2
865,322,0.475993,2
954,315,0.369285,2
896,319,0.407414,2
25,346,0.514576,2
336,338,0.404062,2
899,336,0.379843,2
724,344,0.565476,2
973,345,0.42811,2
990,341,0.360827,2
47,346,0.388541,2
146,347,0.369758,2
310,354,0.428888,2
631,355,0.564402,2
854,351,0.356545,2
690,365,0.552048,2
84,366,0.363223,2
554,373,0.580092,2
662,380,0.616476,2
827,371,0.410214,2
898,374,0.450828,2
435,373,0.397679,2
171,376,0.390549,2
64,380,0.438041,2
105,399,0.581972,2
983,389,0.488716,2
346,399,0.402001,2
902,408,0.512909,2
929,391,0.372484,2
301,393,0.362967,2
784,413,0.77046,2
63,399,0.467103,2
443,406,0.42871,2
511,403,0.428263,2
831,408,0.527656,2
474,415,0.37845,2
699,422,0.46629,2
167,417,0.504395,2
520,424,0.440192,2
52,423,0.43359,2
276,424,0.356554,2
16,433,0.383328,2
770,457,0.460695,2
513,460,0.493442,2
87,453,0.605131,2
198,448,0.361215,2
177,456,0.587402,2
456,452,0.382557,2
657,458,0.434668,2
211,463,0.494299,2
395,465,0.460844,2
866,463,0.364191,2
29,507,0.568727,2
83,492,0.467185,2
410,485,0.419458,2
602,488,0.376057,2
994,484,0.350384,2
223,490,0.521142,2
671,497,0.614475,2
820,496,0.472549,2
938,492,0.406626,2
861,500,0.478398,2
774,510,0.409658,2
250,508,0.392639,2
377,518,0.569021,2
685,525,0.51638,2
877,518,0.380228,2
227,522,0.417187,2
606,524,0.38923,2
332,520,0.350587,2
77,535,0.5696,2
888,536,0.478788,2
821,542,0.486529,2
308,540,0.368555,2
158,546,0.420713,2
94,546,0.362225,2
399,562,0.600521,2
604,548,0.359025,2
704,556,0.504325,2
779,550,0.393272,2
253,557,0.40642,2
441,556,0.462279,2
19,558,0.528064,2
511,565,0.547091,2
475,556,0.35469,2
873,561,0.535365,2
205,562,0.417795,2
84,564,0.458653,2
153,565,0.362598,2
900,567,0.39127,2
828,566,0.352672,2
849,574,0.427889,2
747,580,0.363894,2
221,591,0.446654,2
934,586,0.388357,2
70,594,0.452379,2
854,592,0.366513,2
101,596,0.376961,2
620,611,0.455254,2
140,603,0.644209,2
258,598,0.425161,2
182,620,0.492046,2
421,605,0.367862,2
707,614,0.627702,2
747,607,0.363984,2
925,611,0.479021,2
524,613,0.446381,2
870,612,0.406427,2
18,617,0.437803,2
684,622,0.391068,2
738,630,0.477968,2
290,630,0.350144,2
521,634,0.414326,2
977,640,0.664169,2
816,634,0.356001,2
880,641,0.493249,2
548,645,0.520554,2
17,642,0.414071,2
766,646,0.546276,2
498,643,0.372234,2
452,647,0.504801,2
726,663,0.736495,2
18,661,0.568599,2
192,666,0.608141,2
526,660,0.390195,2
63,665,0.432169,2
852,667,0.422205,2
527,672,0.364832,2
544,685,0.455742,2
612,676,0.354429,2
63,692,0.472714,2
825,689,0.463489,2
902,692,0.442343,2
25,689,0.383183,2
256,695,0.38594,2
440,692,0.425003,2
322,694,0.352707,2
379,696,0.398422,2
733,695,0.369534,2
123,697,0.365683,2
871,702,0.38492,2
167,714,0.455709,2
135,718,0.570666,2
570,713,0.563171,2
345,714,0.413558,2
744,719,0.582694,2
452,717,0.403586,2
614,718,0.361416,2
957,726,0.381295,2
637,736,0.575684,2
217,742,0.664998,2
570,733,0.461838,2
147,737,0.503861,2
927,735,0.377747,2
344,740,0.467357,2
66,775,0.512686,2
686,744,0.364192,2
17,756,0.537608,2
159,764,0.483356,2
638,755,0.422112,2
503,760,0.664971,2
443,754,0.366555,2
577,760,0.516332,2
712,754,0.352672,2
741,766,0.458097,2
50,760,0.35181,2
933,764,0.401583,2
901,765,0.385597,2
204,768,0.357703,2
134,775,0.41482,2
458,785,0.549112,2
107,792,0.481753,2
809,777,0.393737,2
224,783,0.40192,2
422,780,0.50889,2
645,783,0.444567,2
325,781,0.517262,2
285,789,0.395616,2
604,790,0.436604,2
686,790,0.452129,2
359,795,0.364256,2
880,795,0.353943,2
237,805,0.686636,2
969,802,0.52894,2
413,800,0.363381,2
740,815,0.578679,2
661,812,0.458653,2
870,815,0.429327,2
86,824,0.553372,2
975,824,0.429954,2
816,834,0.516958,2
36,832,0.459421,2
221,826,0.370735,2
233,829,0.404844,2
379,847,0.770004,2
442,834,0.476851,2
667,830,0.377282,2
497,846,0.475193,2
170,847,0.601928,2
677,842,0.352257,2
82,846,0.362531,2
733,847,0.411573,2
51,857,0.405758,2
331,856,0.358826,2
650,857,0.357,2
698,856,0.362479,2
557,859,0.366241,2
38,869,0.499319,2
613,878,0.432949,2
110,880,0.714065,2
169,877,0.430119,2
758,877,0.477011,2
256,896,0.498677,2
415,899,0.452108,2
203,918,0.482158,2
150,924,0.462151,2
581,923,0.434528,2
723,929,0.413176,2
539,933,0.472417,2
56,933,0.396278,2
459,935,0.378486,2
276,941,0.411601,2
195,951,0.538749,2
517,939,0.39259,2
464,948,0.401013,2
610,954,0.428634,2
516,961,0.600032,2
767,958,0.484625,2
47,968,0.579629,2
950,956,0.353965,2
554,967,0.543787,2
904,962,0.353828,2
443,977,0.435929,2
805,970,0.369729,2
738,978,0.425024,2
384,984,0.355244,2
267,1002,0.621422,2
887,994,0.437389,2
208,1001,0.520746,2
402,994,0.354906,2
919,1002,0.389305,2
377,1001,0.402452,2
727,1007,0.564063,2
239,1008,0.42093,2
408,1008,0.42919,2
548,1008,0.449062,2
289,59,0.560259,3
191,188,0.679329,0
231,994,0.640438,0
58,18,0.505369,2
114,26,0.457266,2
181,16,0.369386,2
223,17,0.417301,2
749,32,0.526581,2
806,17,0.385206,2
891,31,0.580771,2
264,58,0.649668,2
181,33,0.564463,2
941,24,0.353478,2
88,32,0.375902,2
490,35,0.37095,2
604,34,0.380206,2
518,37,0.387988,2
448,60,0.540731,2
144,48,0.377895,2
129,62,0.466218,2
356,53,0.361426,2
928,60,0.414799,2
552,54,0.35699,2
758,59,0.369275,2
591,72,0.401546,2
744,63,0.38329,2
882,79,0.511923,2
185,66,0.407867,2
356,66,0.374211,2
16,71,0.367108,2
379,72,0.443418,2
748,81,0.461664,2
320,81,0.394429,2
206,99,0.441481,2
418,88,0.366327,2
77,92,0.473192,2
482,92,0.43475,2
129,98,0.380129,2
357,96,0.362401,2
386,99,0.379298,2
607,102,0.366943,2
325,107,0.40596,2
512,108,0.434773,2
541,106,0.368725,2
807,111,0.452451,2
453,110,0.358375,2
110,119,0.378345,2
240,120,0.452363,2
629,117,0.459685,2
749,113,0.368969,2
57,121,0.416264,2
392,127,0.363808,2
490,132,0.412829,2
851,141,0.529489,2
369,131,0.452898,2
780,133,0.388374,2
727,135,0.433983,2
345,144,0.403469,2
417,147,0.431988,2
786,142,0.354653,2
114,146,0.387496,2
671,146,0.375314,2
976,155,0.463967,2
47,147,0.361057,2
758,157,0.429769,2
40,168,0.374707,2
318,164,0.354316,2
95,173,0.407348,2
419,172,0.423673,2
340,173,0.375893,2
485,176,0.37842,2
565,179,0.376864,2
819,180,0.382446,2
619,185,0.374481,2
903,189,0.383498,2
793,192,0.376542,2
131,211,0.458393,2
831,205,0.426824,2
596,200,0.358357,2
987,204,0.418648,2
330,219,0.451911,2
384,207,0.425632,2
792,239,0.522614,2
44,214,0.401075,2
634,228,0.481563,2
862,224,0.402904,2
965,250,0.558557,2
448,224,0.391469,2
248,227,0.354759,2
541,235,0.367733,2
107,242,0.419323,2
836,247,0.396973,2
139,259,0.48086,2
320,280,0.652789,2
542,244,0.351332,2
994,249,0.45814,2
548,246,0.357884,2
647,260,0.414094,2
251,256,0.40472,2
22,257,0.38319,2
279,263,0.42197,2
551,265,0.398804,2
401,264,0.35295,2
894,270,0.434562,2
254,285,0.462401,2
790,295,0.501486,2
1001,272,0.410679,2
70,282,0.521793,2
150,279,0.375856,2
667,284,0.383102,2
216,291,0.520689,2
281,295,0.408846,2
563,295,0.376507,2
112,298,0.368399,2
448,296,0.356457,2
898,298,0.401754,2
976,304,0.52048,2
44,315,0.492718,2
672,304,0.350226,2
223,327,0.497152,2
817,313,0.381231,2
256,321,0.425733,2
149,329,0.511678,2
518,323,0.388729,2
706,335,0.401422,2
804,349,0.645607,2
54,344,0.398858,2
187,347,0.446607,2
310,342,0.358859,2
987,353,0.423863,2
118,371,0.613945,2
912,344,0.350367,2
761,349,0.381313,2
223,356,0.488837,2
670,353,0.352791,2
470,381,0.503038,2
396,359,0.383554,2
512,361,0.397599,2
856,366,0.350342,2
18,378,0.422313,2
346,379,0.392316,2
396,377,0.356808,2
742,376,0.358405,2
912,378,0.380418,2
314,401,0.568316,2
797,383,0.419756,2
1001,394,0.404945,2
192,392,0.352229,2
516,396,0.430859,2
917,397,0.396954,2
660,405,0.366153,2
803,410,0.517286,2
254,404,0.351112,2
90,407,0.376687,2
918,416,0.575498,2
190,413,0.416508,2
166,413,0.384862,2
259,410,0.360823,2
870,415,0.472459,2
978,414,0.410739,2
110,423,0.608193,2
471,421,0.3751,2
548,430,0.394419,2
441,440,0.595603,2
915,455,0.604441,2
858,439,0.426182,2
191,451,0.41815,2
330,436,0.353047,2
379,441,0.423645,2
787,438,0.388559,2
817,453,0.549563,2
972,442,0.4432,2
157,447,0.449816,2
228,464,0.554536,2
301,450,0.384678,2
402,451,0.364912,2
118,453,0.357892,2
589,458,0.450468,2
868,466,0.451027,2
160,469,0.453933,2
438,472,0.391015,2
929,477,0.463821,2
521,474,0.360626,2
96,482,0.352726,2
478,487,0.452338,2
799,487,0.476507,2
189,487,0.369823,2
326,486,0.353607,2
673,493,0.490903,2
824,487,0.367447,2
230,496,0.352669,2
868,499,0.389226,2
930,638,0.666282,2
430,506,0.467079,2
51,504,0.395878,2
842,509,0.37462,2
467,511,0.365994,2
574,516,0.391566,2
974,522,0.396445,2
162,519,0.356555,2
408,519,0.357706,2
102,520,0.35406,2
670,523,0.35368,2
448,545,0.56394,2
852,529,0.371129,2
871,533,0.402308,2
568,533,0.362359,2
219,540,0.357081,2
335,544,0.424555,2
185,555,0.414762,2
227,562,0.45289,2
502,567,0.443399,2
254,564,0.356798,2
823,568,0.375721,2
471,576,0.408714,2
115,596,0.518229,2
558,580,0.353993,2
501,614,0.407499,2
386,614,0.374586,2
828,620,0.530032,2
138,624,0.368186,2
108,630,0.418896,2
252,632,0.474037,2
952,639,0.381771,2
184,642,0.471926,2
730,643,0.394823,2
515,673,0.500668,2
670,665,0.415385,2
736,676,0.391319,2
692,678,0.351728,2
181,683,0.382532,2
46,694,0.550987,2
693,689,0.376181,2
996,695,0.407698,2
369,699,0.569067,2
126,698,0.37839,2
468,702,0.366323,2
660,703,0.364167,2
132,710,0.390536,2
903,718,0.476398,2
47,725,0.538585,2
666,717,0.395399,2
407,719,0.433301,2
1001,719,0.459313,2
523,727,0.492739,2
605,721,0.384931,2
867,727,0.453665,2
367,744,0.512166,2
158,731,0.430593,2
257,734,0.445153,2
744,735,0.365109,2
921,739,0.450629,2
696,745,0.433754,2
178,747,0.418435,2
646,745,0.484878,2
484,746,0.407388,2
774,747,0.44023,2
869,748,0.370395,2
254,762,0.505752,2
561,762,0.454689,2
211,771,0.525568,2
717,759,0.370617,2
508,762,0.422338,2
150,765,0.47418,2
341,764,0.356665,2
293,767,0.373621,2
377,784,0.48249,2
