year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,bplg,school,educrec,schltype,empstatg,labforce,occ1950,occscore,sei,ind1950,classwkg,wkswork2,hrswork2,yrlastwk,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,migplac5,vetstat,tranwork,__target__
0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,0,7,2,2,0,3,3,0,1,7,1,0,0,,10,0,0,,1,1,,9,9,,0,4,7,,1,38,29,0,0,0,0,0,161,0,0,0,0,1
0,0,0,0,1,3,2,988,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,50,1,0,1,,0,0,8,,1,1,,24,28,,1,2,5,,1,682,0,59,0,0,0,0,3,0,0,0,0,1
0,0,0,0,1,0,2,1176,0,1,0,1,2,0,1,0,0,0,1,1,6,1,1,0,1,1,6,2,26,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,429,,,,,0
0,0,0,0,0,0,6,387,0,0,0,0,1,4,6,1,0,1,1,1,3,1,1,0,1,1,2,2,25,1,0,1,,18,0,1,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,143,3,2,0,,0
0,0,0,0,0,0,0,49,0,1,0,1,2,0,1,0,0,0,1,1,4,1,1,0,1,1,0,2,36,1,5,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,412,1,1,,,0
0,0,0,0,0,0,13,1177,1,1,0,1,0,0,0,0,0,0,1,1,4,2,1,0,52,50,0,11,32,0,0,3,0,20,0,7,,0,0,,2,2,,,,,5,0,49,0,0,0,126,74,84,63,,,0,,0
0,0,0,0,0,0,5,1178,1,1,1,1,0,0,0,0,0,0,1,1,4,1,1,0,1,1,4,1,68,0,0,1,1,18,1,4,1,1,1,,11,21,,0,1,4,,1,683,380,0,0,0,0,0,110,,,0,0,1
0,0,0,0,1,6,2,131,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,20,1,0,1,,6,0,3,,2,1,,1,21,,0,4,,1,1,76,25,0,0,0,0,0,91,,,1,,3
0,0,0,0,1,1,2,237,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,48,0,0,1,,0,1,2,2,,,,2,2,,,,,,,2,2,1,1,1,1,1,107,1,1,,,0
0,0,0,0,1,10,2,322,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,13,1,0,0,,26,0,0,,1,1,,6,64,,0,2,1,,1,684,13,60,0,0,0,0,3,0,0,0,0,2
0,0,0,0,1,1,2,1179,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10,3,0,1,13,1,3,0,,0,0,8,,1,1,,14,25,,0,2,2,,1,685,93,0,0,0,0,103,3,0,0,1,0,2
0,0,0,0,0,0,3,797,3,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,1,0,3,83,0,3,1,1,0,0,5,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,47,0,0,0,,0
0,0,0,0,1,8,2,5,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,14,0,0,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,0,0,,,0
0,0,0,0,1,3,2,1180,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,12,13,0,0,7,0,0,0,2,0,0,1,,0,0,,1,1,,0,0,,3,1,21,16,0,0,0,0,0,138,,,0,,0
0,0,0,0,1,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,8,0,0,70,0,0,0,7,12,0,1,,1,1,,12,0,,0,1,0,,1,0,0,0,0,0,0,0,3,1,1,0,0,0
0,0,0,0,0,0,0,690,0,1,0,1,2,0,1,0,0,0,1,1,7,1,1,0,1,1,4,2,30,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,352,,,,,0
0,1,1,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,45,0,0,1,1,0,0,1,,0,0,,9,9,,0,5,,3,1,79,57,0,0,0,0,0,25,,,0,,0
0,0,0,0,1,2,2,1052,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,5,0,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,142,1,1,,,0
0,0,0,0,0,0,0,1181,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,34,1,0,0,,3,0,0,,1,1,,12,25,,1,0,,1,1,686,0,44,0,0,0,0,120,,,0,,3
0,0,0,0,1,5,2,1135,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,10,1,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,261,,,,,0
0,0,0,0,0,0,1,1182,0,1,0,1,2,2,1,0,0,0,1,1,7,1,1,0,1,1,4,2,16,0,1,1,,26,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,284,0,0,,,0
0,0,0,0,0,0,10,1183,0,0,0,0,0,0,0,0,0,0,2,0,7,2,2,0,0,19,0,1,29,1,0,0,,0,0,1,,1,1,,8,15,,0,2,4,,1,687,381,0,0,0,0,0,172,,,0,3,1
0,0,0,0,0,0,10,1184,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,52,0,0,2,0,24,0,1,,1,1,,1,10,,0,2,2,,1,688,41,0,0,0,0,0,3,0,0,0,0,1
0,0,0,0,1,17,2,1185,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,3,0,1,1,1,0,0,6,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,154,,,0,,0
0,0,0,0,0,0,10,1186,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,6,0,0,0,31,0,0,0,0,0,0,1,,1,1,,17,15,,0,0,2,,1,103,130,0,0,0,0,0,4,,,0,2,0
0,0,0,0,0,0,7,1047,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,4,0,1,4,0,14,1,0,1,1,1,,27,31,,0,,2,,0,689,0,0,0,127,75,0,112,0,0,0,0,2
0,0,0,0,0,0,7,1187,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,40,1,0,4,,97,0,1,,1,1,,14,0,,0,2,5,,1,690,382,0,0,0,0,0,3,,,1,0,2
0,0,0,0,1,17,2,1188,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,38,0,1,1,1,0,1,1,1,0,0,,12,0,,0,,,0,0,102,0,0,0,19,0,0,42,,,0,,0
0,0,0,0,0,0,7,1189,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,71,1,0,0,,0,0,1,,1,1,,30,17,,0,2,2,,1,315,191,0,0,0,0,0,3,0,0,1,3,1
0,0,0,0,1,3,2,1190,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,17,6,0,1,78,1,0,0,,0,0,0,,1,1,,37,35,,0,2,2,,1,691,41,0,0,0,0,0,3,1,1,1,2,5
0,0,0,0,1,2,2,5,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,3,1,0,1,,0,1,3,2,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,3,,,0,,0
0,0,0,0,0,0,5,1191,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,62,0,0,0,2,88,0,8,,0,0,,2,2,,,,,4,0,103,0,0,0,0,0,0,3,0,0,0,,0
0,0,0,0,1,8,2,237,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,53,1,0,1,,0,0,8,,1,1,,22,62,,1,5,0,,1,136,0,42,0,0,0,0,3,0,0,0,0,2
0,0,0,0,0,0,18,1192,2,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,1,1,4,4,7,1,0,0,,0,0,8,,0,0,,39,54,,0,0,,1,1,22,17,0,0,0,0,0,238,,,0,,0
0,0,0,0,1,6,2,1193,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,46,1,0,1,,0,1,7,2,,,,2,2,,,,,,,2,2,1,1,1,1,1,149,,,,,0
0,1,5,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,31,0,0,1,1,0,1,0,0,2,1,,16,21,,0,2,,1,1,692,383,0,0,128,0,0,25,,,0,,0
0,0,0,0,0,0,7,266,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,43,1,0,3,,27,0,1,,1,1,,1,15,,0,2,2,,1,91,52,0,0,0,0,0,3,,,1,0,2
0,0,0,0,0,0,17,245,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,36,1,0,1,,18,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,67,,,,,0
0,0,0,0,1,6,2,489,0,0,0,1,4,0,1,0,0,0,0,0,7,1,1,0,1,1,0,0,40,0,0,0,1,10,0,4,,0,0,,1,15,,0,,,0,0,0,0,0,0,0,0,0,332,0,0,0,,0
0,0,0,0,1,0,2,1194,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,26,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,445,,,,,0
0,0,0,0,0,0,5,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,23,13,0,0,41,0,0,0,0,4,0,4,,0,0,,2,2,,,,,4,0,0,0,0,0,0,0,0,229,0,0,0,,0
0,0,0,0,0,0,1,1195,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,52,1,0,3,,7,0,0,,1,1,,9,9,,0,2,2,,1,693,384,0,0,0,0,0,3,,,1,0,1
0,0,0,0,1,5,2,1196,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,30,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,,,,,0
0,0,0,0,1,3,2,1197,0,0,0,0,0,0,0,0,0,0,2,0,3,4,1,0,8,21,0,1,57,1,0,0,,40,0,8,,1,1,,18,9,,0,2,6,,1,694,385,0,0,0,0,0,3,,,0,0,3
0,0,0,0,0,0,1,328,0,1,1,1,0,0,0,0,0,0,1,1,7,1,1,0,1,1,2,4,1,1,0,1,,42,0,5,,1,1,,17,15,,0,5,2,,1,1,1,0,0,0,0,0,3,,,0,0,0
0,0,0,0,1,20,2,1198,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,8,8,0,0,39,0,0,0,2,29,0,6,,0,0,,2,2,,,,,2,0,695,0,0,0,129,0,0,173,1,1,0,,0
0,0,0,0,1,4,2,227,0,0,0,0,1,2,1,1,0,1,1,1,0,1,1,0,1,1,4,2,19,1,0,1,,3,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,296,,,,,0
0,0,0,0,1,9,2,1199,0,1,0,1,2,0,1,0,0,0,1,1,3,1,1,0,1,1,2,2,21,0,3,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,152,,,,,0
0,0,0,0,1,10,2,1200,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,37,1,0,1,,14,0,2,,0,0,,2,2,,,,,2,0,107,0,0,0,0,8,0,217,1,1,0,,0
0,0,0,0,1,5,2,16,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,1,4,8,83,0,0,1,1,19,0,6,,1,1,,12,13,,0,,2,,0,0,0,0,0,0,0,0,41,,,0,0,0
0,0,0,0,0,0,10,353,0,1,2,1,2,0,1,0,0,0,1,1,3,1,1,0,1,1,2,2,29,0,0,2,1,0,0,1,,1,1,,14,16,,0,2,2,,1,271,12,0,0,0,0,0,162,,,0,0,0
0,0,0,0,0,0,5,1051,0,1,0,1,2,0,1,0,0,0,1,1,4,1,1,0,1,1,0,2,58,1,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,432,1,1,,,0
0,0,0,0,1,11,2,1201,0,1,1,0,0,0,0,1,0,1,1,1,7,1,1,0,1,1,4,2,39,0,0,1,1,18,0,1,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,284,3,2,0,,0
0,0,0,0,1,0,2,1040,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,3,0,0,1,1,0,1,5,1,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,3,1,1,0,,0
0,0,0,0,0,0,0,1186,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,7,0,0,0,2,1,0,0,0,,1,1,,18,9,,0,2,1,,1,696,386,0,0,0,0,0,278,0,0,0,0,0
0,0,0,0,0,0,1,38,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,13,0,0,1,1,0,0,8,,1,1,,41,55,,0,2,1,,1,357,41,0,0,0,0,0,3,,,0,0,2
0,0,0,0,1,3,2,1202,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1,17,1,4,0,,73,0,1,,1,1,,10,11,,0,2,2,,1,422,248,0,0,0,0,0,257,0,0,0,0,2
0,0,0,0,0,0,9,1203,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,23,0,0,1,1,19,0,1,,1,1,,12,0,,0,2,2,,1,100,69,0,0,0,0,0,69,1,1,0,0,0
0,0,0,0,0,0,5,1204,0,1,1,0,0,0,0,0,0,0,1,1,6,1,1,0,1,1,5,4,76,1,1,1,,20,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,413,,,,,0
0,0,0,0,1,0,2,1074,0,1,0,1,2,0,1,0,0,0,1,1,4,1,1,0,1,1,0,2,25,1,1,1,,14,0,0,,2,1,,29,12,,0,,,0,0,0,0,0,0,0,0,0,367,0,0,0,,0
0,0,0,0,1,10,2,1205,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,17,4,0,0,4,0,0,0,9,6,0,1,,1,1,,17,34,,0,2,3,,1,697,387,0,0,0,0,0,305,1,1,0,0,0
0,0,0,0,1,10,2,1206,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,19,0,1,27,1,0,0,,14,0,1,,1,1,,8,21,,0,2,2,,1,698,139,0,0,0,0,0,304,,,0,0,3
0,0,0,0,1,0,2,1207,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,25,10,0,0,39,0,4,0,2,0,0,0,,1,1,,9,9,,0,2,5,,1,699,9,0,0,0,0,0,3,,,0,3,0
0,0,0,0,1,9,2,1208,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,7,18,0,0,40,0,1,0,7,14,0,0,,1,1,,9,35,,0,0,7,,1,700,388,0,0,0,0,0,180,1,1,0,0,0
0,0,0,0,1,10,2,217,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,72,0,0,0,0,61,0,1,,0,0,,2,2,,,,,4,0,0,0,0,0,0,0,0,210,,,0,,0
0,0,0,0,1,10,2,1209,0,1,1,0,0,0,0,3,0,1,1,1,4,1,1,0,1,1,0,1,12,0,0,3,2,24,0,1,,1,1,,12,13,,0,2,0,,1,701,389,0,0,0,0,0,275,,,0,0,5
0,0,0,0,0,0,17,1210,0,1,0,1,0,0,0,0,0,0,1,1,0,4,1,0,5,4,0,1,44,0,1,2,3,1,1,0,1,1,1,,12,0,,0,2,5,,1,185,122,0,0,0,0,0,180,1,1,0,0,3
0,0,0,0,0,0,6,86,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,63,1,0,1,,27,0,1,,1,1,,23,25,,0,2,2,,1,125,87,0,0,0,0,0,159,,,0,0,3
0,0,0,0,1,5,2,1211,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,21,1,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,13,,,,,0
0,0,0,0,1,1,2,138,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,29,1,0,0,,15,0,0,,1,1,,12,13,,0,2,2,,1,11,9,0,0,0,0,0,3,0,0,0,6,1
0,0,0,0,0,0,12,1212,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,29,0,0,0,1,79,0,1,,1,1,,8,0,,0,5,3,,1,588,326,0,0,0,0,0,86,,,0,0,0
0,0,0,0,0,0,10,1213,0,1,0,1,0,0,0,0,0,0,1,1,7,0,1,0,23,11,0,1,25,0,0,2,0,15,0,3,,1,1,,8,16,,0,0,0,,1,702,1,0,0,0,0,104,81,0,0,0,0,2
0,0,0,0,1,9,2,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,36,0,0,67,0,0,0,0,21,0,5,,0,0,,2,2,,,,,2,0,703,0,0,0,130,0,0,356,,,0,,0
0,0,0,0,1,0,2,1215,0,2,2,2,4,0,3,5,0,3,1,1,6,1,1,0,1,1,0,6,9,0,0,1,,0,0,2,,,,,2,2,,,,,,,2,2,1,1,1,1,1,346,,,,,0
0,0,0,0,0,0,6,1216,0,1,0,1,2,2,1,0,0,0,1,1,0,1,1,0,1,1,0,2,68,0,0,1,1,4,0,5,,2,1,,11,21,,0,5,,1,1,257,390,0,0,0,0,0,30,,,0,,0
0,0,0,0,0,0,10,393,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,68,1,3,0,,32,0,0,,1,1,,4,6,,0,2,4,,1,91,52,0,0,0,0,0,3,,,0,0,2
0,0,0,0,1,5,2,1217,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,43,1,0,0,,25,0,1,,2,1,,7,8,,0,0,,1,1,704,52,0,0,0,0,105,3,,,1,,2
0,0,0,0,1,5,2,135,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,1,0,1,1,1,0,0,1,,2,1,,12,0,,0,3,,1,1,79,57,0,0,0,0,0,181,,,0,,0
0,0,0,0,0,0,1,1218,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,66,0,0,0,1,24,0,1,,1,1,,1,1,,0,2,3,,1,705,391,0,0,0,0,0,33,1,1,0,0,0
0,0,0,0,0,0,4,1219,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,30,0,0,1,,0,0,,,,,,2,2,,,,,,,2,2,1,1,1,1,1,208,,,,,0
0,0,0,0,1,5,2,234,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,40,1,0,0,,75,1,8,1,1,1,,19,23,,0,2,2,,1,133,89,0,0,0,0,0,17,1,1,0,0,3
0,0,0,0,1,0,2,97,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,76,1,0,1,,0,0,7,,,,,2,2,,,,,,,2,2,1,1,1,1,1,403,0,0,,,0
0,1,5,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,7,35,1,4,1,,39,1,0,1,1,1,,10,11,,0,2,7,,1,706,265,0,0,0,0,0,25,,,0,0,0
0,0,0,0,0,0,10,1220,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,4,4,31,0,0,1,1,0,1,0,1,1,1,,21,26,,0,5,0,,1,596,392,0,0,0,0,0,150,0,0,0,1,0
0,0,0,0,1,12,2,1221,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,23,13,0,0,17,0,0,0,6,67,0,1,,1,1,,12,0,,0,2,6,,1,707,393,0,0,0,0,106,3,4,23,0,0,0
0,0,0,0,1,6,2,1222,0,2,2,2,1,0,1,1,0,1,4,0,2,0,0,0,6,0,0,2,68,1,0,0,,0,0,1,,1,1,,7,8,,0,2,1,,1,708,394,0,0,0,0,0,3,1,1,0,0,0
0,0,0,0,1,3,2,413,0,0,0,0,1,0,1,1,0,1,1,1,2,1,1,0,1,1,1,2,29,1,0,1,,62,0,8,,1,1,,9,9,,0,2,2,,1,100,69,0,0,0,0,0,247,,,0,0,0
0,0,0,0,1,14,2,591,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,36,1,3,1,,88,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,236,,,,,0
0,0,0,0,1,16,2,830,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,81,1,1,0,,1,0,4,,0,0,,2,2,,,,,5,0,200,0,0,0,77,0,63,51,,,0,,5
0,0,0,0,0,0,15,1223,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,13,0,5,4,1,43,0,8,,1,1,,13,29,,0,0,2,,1,709,12,0,0,0,0,0,236,,,0,2,2
0,0,0,0,1,5,2,1224,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,83,1,0,1,,0,1,1,2,1,1,,4,6,,0,2,2,,1,76,25,0,0,0,0,0,163,,,0,0,0
0,0,0,0,1,14,2,652,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,46,1,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,93,,,,,0
0,0,0,0,1,12,2,1225,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,3,0,1,61,1,0,0,,0,0,8,,1,1,,14,0,,0,2,2,,1,710,395,61,0,0,0,0,422,,,1,0,2
0,0,0,0,0,0,13,40,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,14,1,0,1,,14,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,34,0,0,,,0
0,0,0,0,1,12,2,1226,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,16,6,0,1,62,1,0,0,,26,0,8,,1,1,,44,46,,0,2,2,,1,711,396,0,0,0,0,0,3,,,1,0,4
0,0,0,0,1,10,2,159,0,0,0,0,0,0,0,0,0,0,2,0,7,2,1,0,38,37,0,1,56,1,0,0,,37,0,4,,0,0,,17,15,,0,,,0,0,712,0,0,0,34,0,107,349,1,1,0,,4
0,0,0,0,0,0,7,1227,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,4,12,0,0,50,0,6,0,6,6,0,1,,0,0,,2,2,,,,,5,0,0,0,0,0,0,0,0,100,0,0,0,,0
0,0,0,0,1,5,2,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,14,0,1,17,1,1,0,,6,0,0,,1,1,,4,6,,0,2,2,,1,136,90,0,0,0,0,0,3,0,0,0,0,2
0,0,0,0,1,8,2,1228,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,48,0,0,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,368,,,,,0
0,0,0,0,0,0,0,1229,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,50,0,0,0,1,25,1,8,0,0,0,,9,9,,0,,,0,0,0,0,0,0,0,0,0,3,4,4,0,,0
0,0,0,0,1,19,2,1230,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,5,1,0,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,371,,,,,0
0,0,0,0,1,1,2,1231,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,10,1,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,93,,,,,0
0,2,2,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,9,73,0,0,3,0,14,0,4,,0,0,,2,2,,,,,5,0,695,0,0,0,129,0,0,25,,,0,,0
0,0,0,0,1,14,2,1232,0,0,0,0,1,0,1,1,0,1,1,1,3,1,1,0,1,1,2,2,38,1,0,1,,0,0,1,,1,1,,14,53,,0,,2,,0,0,0,0,0,0,0,0,238,1,1,0,0,0
0,2,4,0,,0,2,27,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,9,44,1,0,4,,0,0,1,,0,0,,33,40,,0,,,0,0,662,0,0,0,0,72,0,25,1,1,0,,0
0,0,0,0,0,0,12,1233,0,0,0,0,1,0,1,1,0,1,1,1,7,1,1,0,1,1,0,2,19,0,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,1,1,,,0
0,0,0,0,0,0,0,675,0,0,1,1,0,0,0,0,0,0,0,2,4,1,1,0,1,1,0,0,38,1,4,0,,18,0,6,,1,1,,17,34,,0,3,4,,1,36,13,0,0,0,0,0,3,,,0,0,0
0,0,0,0,1,5,2,16,0,0,0,0,1,2,1,1,0,1,1,1,3,1,1,0,1,1,2,2,46,0,1,1,,0,1,7,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,36,,,,,0
0,0,0,0,0,0,7,1234,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,28,1,0,0,,12,0,5,,0,0,,12,13,,0,,,0,0,713,0,0,0,131,0,0,446,0,0,0,,2
0,0,0,0,1,11,2,1235,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,29,0,0,0,1,18,0,4,,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,3,,,0,,0
0,0,0,0,1,8,2,1236,0,0,0,0,0,0,0,0,0,0,2,0,7,2,1,0,14,15,0,1,60,1,0,0,,50,0,8,,1,1,,9,33,,0,2,2,,1,714,170,0,0,0,0,0,3,1,1,1,0,4
0,0,0,0,1,1,2,1237,0,0,2,0,8,0,1,0,0,0,2,0,10,6,2,0,5,12,0,1,49,1,3,0,,18,0,5,,2,1,,17,15,,0,2,,1,1,715,397,0,0,0,0,0,60,1,1,1,,5
0,0,0,0,0,0,6,169,0,0,0,0,1,0,1,1,0,1,1,1,5,1,1,0,1,1,7,2,48,1,0,1,,0,1,2,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,36,,,,,0
0,0,0,0,0,0,0,1238,0,1,2,1,2,0,1,0,0,0,1,1,2,1,1,0,1,1,1,2,3,0,0,1,1,18,1,5,1,1,1,,10,42,,0,2,0,,1,199,167,0,0,0,0,0,146,,,0,0,0
0,0,0,0,1,8,2,5,1,0,0,0,1,2,1,1,0,1,1,1,2,1,1,0,1,1,1,2,14,0,0,1,,0,1,4,1,,,,2,2,,,,,,,2,2,1,1,1,1,1,3,,,,,0
0,0,0,0,1,0,2,1239,1,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,7,1,0,0,1,1,41,1,1,1,1,1,,14,33,,0,,5,,0,0,0,0,0,0,0,0,47,3,2,0,0,0
0,0,0,0,1,12,2,432,0,1,0,1,2,0,1,0,0,0,1,1,4,1,1,0,1,1,0,2,31,1,0,1,,0,1,0,1,0,0,,2,2,,,,,2,0,0,0,0,0,0,0,0,3,0,0,0,,0
0,0,0,0,1,11,2,301,0,0,1,1,0,0,0,0,0,0,2,0,4,1,1,0,1,1,0,1,7,1,0,0,,15,1,0,1,1,1,,8,0,,0,2,6,,1,73,53,0,0,0,0,0,142,0,0,0,0,2
0,0,0,0,1,11,2,629,0,0,1,1,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,,1,1,,15,0,,0,2,1,,1,716,371,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,12,1240,0,1,0,1,0,0,0,0,0,0,1,1,10,9,1,0,30,5,0,1,4,0,1,4,12,20,0,3,,2,1,,3,3,,0,,,6,0,717,0,0,0,0,76,0,166,1,1,0,,1
