lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,__target__
7792.0,240.0,1,1,179.0,99.0,259.0,338.0,160.8182,349.5515,221.4611,70.9524,91.3154,159.0,159.0,2504.0,0,0.0,0.1526,0.1456,0.0152,6,1,0
8050.0,250.0,0,1,139.0,99.0,99.0,358.0,332.0636,527.2732,257.3286,79.6634,68.1487,99.0,99.0,0.0,0,0.0,0.0068,0.3408,0.0174,5,5,1
8153.0,255.0,1,0,219.0,139.0,139.0,99.0,218.5967,116.2497,192.0651,30.6961,26.1199,139.0,139.0,99.0,0,0.0,0.2719,0.2119,0.0169,2,4,0
195.0,6.0,1,0,139.0,238.0,238.0,199.0,402.5102,225.5272,379.5787,88.3883,95.0,238.0,238.0,0.0,0,0.0,-0.051,0.029,0.032,1,1,1
7901.0,244.0,1,0,80.0,239.0,239.0,238.0,325.9149,126.5158,414.2511,86.419,85.5716,239.0,239.0,0.0,0,0.0,0.3218,0.3273,0.1074,3,1,1
8068.0,251.0,1,0,159.0,139.0,358.0,159.0,87.6641,91.0179,140.0714,56.6083,76.8668,358.0,179.0,0.0,0,0.0,0.3093,0.2118,0.0741,4,1,1
656.0,21.0,0,0,139.0,219.0,219.0,159.0,407.511,129.2478,403.1129,27.7308,8.86,219.0,219.0,437.0,0,0.0,0.0971,0.1676,0.0203,4,6,1
3525.0,109.0,1,0,159.0,80.0,160.0,99.0,111.325,204.8518,112.6987,98.6826,72.7616,160.0,80.0,0.0,0,0.0,0.4645,0.5365,0.04,1,1,0
1330.0,42.0,1,0,219.0,179.0,179.0,179.0,291.0348,99.5013,230.3758,79.237,89.1572,179.0,179.0,0.0,0,0.0,0.0837,0.0767,0.0191,2,5,1
1668.0,52.0,0,0,139.0,219.0,219.0,159.0,224.1082,108.4735,173.4878,63.0575,78.721,219.0,219.0,0.0,0,0.0,0.0571,0.2636,0.0192,4,5,0
10369.0,316.0,1,0,99.0,99.0,99.0,139.0,181.0532,384.5208,178.6197,37.0742,29.8329,139.0,139.0,377.0,0,139.0,0.3988,0.1898,0.0258,8,3,0
5833.0,173.0,1,0,199.0,239.0,239.0,258.0,108.0116,291.776,68.884,44.8135,42.547,239.0,239.0,0.0,0,0.0,0.237,0.0975,0.043,2,4,0
4626.0,143.0,1,0,179.0,119.0,119.0,239.0,75.738,621.6257,38.0,33.0,63.0099,119.0,119.0,0.0,0,0.0,0.0807,0.1682,0.0138,10,9,1
4335.0,135.0,1,0,99.0,159.0,159.0,99.0,189.0298,197.6259,246.0894,55.084,53.3667,159.0,159.0,0.0,0,318.0,0.091,0.089,0.0098,3,1,1
2712.0,82.0,0,1,199.0,100.0,100.0,319.0,51.9711,103.5978,49.2443,115.1564,95.4804,100.0,100.0,0.0,0,718.0,0.9075,1.5725,0.0326,2,2,0
6139.0,181.0,1,0,258.0,219.0,219.0,179.0,158.7844,81.7206,100.1299,52.5856,59.5252,219.0,219.0,0.0,0,0.0,0.1366,0.0811,0.0257,3,3,0
3889.0,125.0,1,1,119.0,80.0,80.0,139.0,1006.3332,53.7075,1063.632,91.0673,82.4924,80.0,80.0,0.0,0,299.0,0.1563,0.2953,0.0125,2,1,1
5848.0,174.0,1,0,199.0,219.0,219.0,179.0,184.6145,68.6477,192.3538,30.6023,26.3865,219.0,219.0,0.0,0,0.0,0.0195,0.2235,0.022,1,3,1
8599.0,273.0,0,1,139.0,139.0,139.0,159.0,150.1541,115.5043,122.1024,42.7142,55.3828,139.0,139.0,0.0,0,0.0,0.2002,0.2002,0.0234,2,2,1
10244.0,311.0,1,0,139.0,159.0,159.0,99.0,607.2967,472.1525,670.3223,64.4224,50.5396,159.0,159.0,0.0,0,0.0,0.2152,0.2152,0.02,10,1,1
5138.0,155.0,1,0,100.0,80.0,80.0,99.0,1453.2072,300.5703,590.7707,1088.3516,77.0146,80.0,80.0,0.0,0,0.0,0.1853,0.3358,0.0072,8,1,1
5253.0,159.0,1,0,139.0,298.0,298.0,179.0,413.4834,272.3417,327.4706,85.3756,60.208,298.0,298.0,0.0,0,0.0,0.0983,0.0943,0.0217,2,4,1
7652.0,236.0,1,1,99.0,219.0,219.0,159.0,724.0451,256.9679,750.4832,43.0116,65.5134,438.0,146.0,1193.0,0,0.0,0.2326,0.2216,0.0439,4,1,0
7566.0,231.0,1,0,278.0,119.0,119.0,119.0,196.5407,240.8137,107.6894,85.6461,97.1558,119.0,119.0,0.0,0,0.0,0.2697,0.1872,0.02,7,3,1
10493.0,321.0,1,0,99.0,99.0,99.0,258.0,345.7329,307.6544,280.4015,71.332,79.6994,99.0,99.0,0.0,0,0.0,0.1277,0.2542,0.0099,2,4,1
8631.0,274.0,1,0,159.0,119.0,119.0,99.0,305.3543,212.9607,362.927,65.3644,59.6091,119.0,119.0,0.0,0,0.0,0.1748,0.1063,0.0258,4,2,1
9203.0,288.0,1,0,119.0,80.0,80.0,179.0,234.0192,213.7814,190.4442,52.6711,49.366,159.0,159.0,338.0,0,159.0,0.0632,0.2302,0.0228,3,3,0
4237.0,134.0,0,0,139.0,139.0,139.0,258.0,356.1685,138.0226,373.2801,16.5076,32.573,139.0,139.0,0.0,0,0.0,0.03,0.0435,0.0072,5,5,1
5255.0,159.0,1,0,179.0,139.0,139.0,99.0,36.868,639.1811,152.3155,102.06,98.3489,139.0,139.0,0.0,1,139.0,0.0943,0.0768,0.0101,2,5,1
777.0,23.0,1,0,99.0,99.0,99.0,219.0,76.4232,179.3551,73.2462,21.5523,4.9244,99.0,99.0,0.0,0,0.0,0.1026,0.1396,0.0153,6,3,0
2315.0,73.0,1,0,219.0,120.0,120.0,100.0,110.0102,74.6073,167.1915,22.4555,19.2419,319.0,319.0,200.0,1,758.0,1.4717,2.6022,0.0197,10,4,0
252.0,7.0,1,1,159.0,199.0,199.0,139.0,252.9056,227.1503,214.7207,119.852,116.6898,199.0,199.0,0.0,0,0.0,0.5104,0.5104,0.0356,6,1,1
6671.0,198.0,0,1,80.0,139.0,139.0,179.0,550.49,114.9478,606.3308,60.5516,56.4358,139.0,139.0,0.0,0,0.0,-0.092,0.304,0.0333,5,2,1
7444.0,227.0,1,1,80.0,99.0,99.0,139.0,193.0317,130.2459,341.7865,159.2836,62.0181,219.0,109.5,2701.0,0,0.0,0.0787,0.0867,0.0209,7,1,1
6257.0,184.0,1,0,99.0,100.0,100.0,258.0,183.4802,118.8876,207.6632,35.7106,54.7951,100.0,100.0,258.0,0,0.0,0.066,0.179,0.0309,6,2,0
10337.0,315.0,1,0,139.0,100.0,100.0,99.0,289.573,574.2269,282.023,36.5411,32.5346,100.0,100.0,0.0,0,0.0,0.1043,0.3363,0.0133,7,4,0
9534.0,294.0,1,0,119.0,139.0,139.0,298.0,204.1354,361.1122,34.2053,172.3231,177.6014,139.0,139.0,0.0,0,0.0,0.1621,0.2606,0.0233,3,2,1
5520.0,165.0,1,0,139.0,179.0,318.0,179.0,115.9062,282.0217,178.2274,64.9038,36.5274,318.0,159.0,0.0,1,318.0,0.053,0.0445,0.0332,5,1,0
6174.0,182.0,1,0,139.0,219.0,219.0,199.0,182.5842,74.8415,284.176,101.0408,91.9361,219.0,219.0,0.0,1,438.0,0.0231,0.0526,0.0271,2,1,0
5872.0,174.0,0,1,179.0,179.0,179.0,179.0,107.2287,346.0231,40.1995,65.3242,74.3539,179.0,179.0,0.0,0,0.0,-0.0145,0.0475,0.018,4,3,1
76.0,3.0,1,0,199.0,239.0,239.0,318.0,124.5361,278.2813,114.0395,20.0062,33.2039,239.0,239.0,0.0,0,0.0,0.055,0.055,0.0422,1,4,1
6387.0,189.0,1,0,179.0,159.0,159.0,139.0,207.0151,151.0828,175.1457,36.3112,53.668,159.0,159.0,0.0,0,0.0,0.004,0.1765,0.0288,1,3,1
4082.0,131.0,1,0,258.0,298.0,298.0,139.0,104.2017,223.1098,85.703,99.4585,102.9393,298.0,298.0,0.0,0,298.0,0.1916,0.2041,0.06,2,1,1
324.0,10.0,1,0,179.0,219.0,219.0,239.0,67.1863,146.5341,50.6952,26.0432,34.1248,219.0,219.0,0.0,0,0.0,-0.0006,0.0354,0.0375,1,2,1
9939.0,305.0,1,0,179.0,258.0,258.0,100.0,500.2512,102.6365,608.8366,115.0695,101.6772,258.0,258.0,0.0,0,0.0,0.1935,0.325,0.0417,6,1,1
9605.0,296.0,1,0,100.0,99.0,99.0,139.0,633.2097,129.5936,743.8925,112.1807,120.7528,99.0,99.0,557.0,0,0.0,0.0621,0.1356,0.0111,4,1,1
7504.0,229.0,1,1,119.0,179.0,179.0,278.0,162.6691,97.0477,240.2436,102.2998,91.9239,179.0,179.0,397.0,0,0.0,0.0282,0.1212,0.0257,5,1,1
1110.0,33.0,0,1,239.0,139.0,139.0,139.0,111.6121,144.5701,118.0678,9.8615,19.2094,139.0,139.0,139.0,1,834.0,0.1819,0.1819,0.0182,1,3,0
2730.0,83.0,1,0,20.0,179.0,179.0,319.0,128.1181,208.5096,29.5296,115.3365,108.9151,179.0,179.0,0.0,0,0.0,0.19,0.19,0.0179,4,5,0
2256.0,72.0,0,0,139.0,20.0,20.0,279.0,176.638,661.376,256.7976,74.5201,75.1415,20.0,20.0,0.0,0,0.0,-0.5261,0.4364,0.003,3,6,0
1721.0,54.0,1,0,80.0,139.0,139.0,139.0,58.6963,203.2265,117.3243,63.7887,68.884,139.0,139.0,0.0,0,139.0,0.1618,0.2758,0.0229,1,1,1
9096.0,286.0,1,0,119.0,119.0,119.0,179.0,277.6626,179.0566,333.0015,58.5769,44.601,139.0,139.0,318.0,1,258.0,0.3162,0.3162,0.0154,1,3,1
9198.0,288.0,1,0,139.0,139.0,139.0,99.0,412.5109,382.0641,345.2086,59.5084,64.5174,139.0,139.0,0.0,0,0.0,0.1177,0.1107,0.0199,2,4,1
8418.0,265.0,1,0,179.0,99.0,99.0,99.0,97.582,163.0192,84.4038,28.8487,26.9119,99.0,99.0,0.0,0,0.0,0.0342,0.2142,0.0208,1,4,1
331.0,10.0,1,0,139.0,258.0,258.0,199.0,144.5216,168.3597,90.2718,52.6925,57.1402,258.0,258.0,199.0,0,0.0,0.0354,0.0639,0.0441,3,4,0
2367.0,75.0,1,1,20.0,239.0,239.0,139.0,187.9661,59.7013,301.0149,158.7026,143.0472,239.0,239.0,0.0,0,359.0,-0.0348,0.8192,0.0247,2,1,1
8643.0,274.0,1,0,179.0,199.0,199.0,139.0,138.4783,719.9424,148.1216,15.6285,27.6812,199.0,199.0,0.0,1,199.0,-0.0272,0.9383,0.0432,10,3,0
6457.0,191.0,1,1,139.0,119.0,119.0,199.0,154.9298,119.8019,101.1237,52.6118,66.0303,119.0,119.0,854.0,0,0.0,0.2589,0.1599,0.0255,2,7,1
99.0,3.0,1,1,239.0,318.0,537.0,179.0,708.5176,0.0,777.9769,67.5,62.139,139.0,139.0,0.0,0,0.0,0.1705,0.1705,0.0245,2,1,1
1376.0,43.0,0,1,179.0,159.0,159.0,139.0,112.9004,111.1002,104.3456,19.2354,29.6015,159.0,159.0,0.0,1,159.0,0.0292,0.0467,0.0132,3,5,1
5441.0,164.0,1,0,199.0,239.0,239.0,199.0,279.8272,196.0638,188.8597,95.0329,100.1062,239.0,239.0,0.0,0,0.0,-0.0783,0.1787,0.0203,1,2,1
7486.0,228.0,1,0,238.0,80.0,80.0,179.0,290.5155,477.584,118.0,175.0007,175.1207,80.0,80.0,0.0,1,80.0,0.1417,0.2522,0.0366,2,1,1
9518.0,293.0,1,1,139.0,119.0,119.0,139.0,249.7048,826.8933,196.7867,55.0318,57.5608,199.0,199.0,577.0,0,2565.0,0.2016,0.2226,0.0138,1,4,1
2263.0,72.0,1,0,419.0,20.0,20.0,558.0,1363.4135,981.6314,652.5182,1082.3569,1092.9485,20.0,20.0,0.0,0,0.0,0.1029,1.0804,0.003,8,1,1
8723.0,277.0,1,0,159.0,199.0,199.0,139.0,115.5692,632.7598,163.7834,64.765,68.0,199.0,199.0,0.0,1,199.0,0.0068,0.1478,0.0211,1,1,1
10716.0,329.0,1,0,179.0,99.0,99.0,258.0,59.5336,135.356,83.7257,20.5061,28.5044,99.0,99.0,0.0,1,99.0,-0.0505,0.0825,0.0174,4,2,1
1500.0,45.0,1,0,179.0,139.0,139.0,179.0,106.0248,133.1841,91.7061,54.9477,39.4271,139.0,139.0,0.0,0,0.0,0.1601,0.1741,0.0219,9,1,1
5774.0,171.0,0,1,99.0,219.0,398.0,199.0,212.5376,224.7454,123.0041,90.5677,47.0239,398.0,199.0,0.0,0,0.0,0.0195,-0.007,0.0401,4,2,0
7783.0,240.0,1,0,0.0,99.0,99.0,119.0,147.1224,243.0869,222.4073,79.5141,92.8924,179.0,89.5,874.0,0,815.0,-0.0194,0.1526,0.0171,2,1,1
1549.0,46.0,0,1,99.0,139.0,139.0,159.0,162.0278,0.0,113.031,55.9464,56.4004,139.0,139.0,0.0,0,0.0,0.3311,0.3311,0.0357,1,6,0
6785.0,203.0,0,1,159.0,199.0,199.0,159.0,806.7455,655.9971,759.2338,58.6963,61.2638,199.0,199.0,0.0,1,0.0,0.0819,0.2184,0.0204,7,6,0
6401.0,189.0,1,0,80.0,139.0,139.0,99.0,145.4184,397.102,64.195,71.6955,73.0514,139.0,139.0,0.0,0,0.0,-0.072,0.0355,0.0251,5,4,0
2447.0,77.0,0,1,179.0,259.0,259.0,179.0,296.0511,178.0344,240.8589,64.3506,59.1122,259.0,259.0,0.0,0,0.0,0.6815,0.6205,0.0228,2,4,1
1758.0,55.0,1,0,298.0,159.0,378.0,179.0,213.6686,122.7609,209.5758,78.3661,83.5464,378.0,126.0,0.0,0,0.0,0.2104,0.2718,0.0636,6,1,0
8877.0,280.0,1,0,99.0,100.0,100.0,119.0,162.2999,1385.84,226.241,65.0942,1071.5302,100.0,100.0,0.0,0,0.0,0.1852,0.2297,0.0127,7,1,1
7011.0,212.0,1,0,159.0,179.0,179.0,80.0,342.5526,91.444,397.0013,55.0568,57.918,179.0,179.0,0.0,0,179.0,0.0828,0.0828,0.0259,10,1,1
10522.0,321.0,1,1,99.0,258.0,258.0,80.0,124.0585,94.5939,65.215,105.3874,93.6056,139.0,139.0,5448.0,0,139.0,0.1042,-0.0083,0.0139,3,2,1
1278.0,41.0,1,1,179.0,139.0,139.0,139.0,53.3385,151.7383,98.1835,75.5017,77.6611,139.0,139.0,1271.0,0,0.0,0.0487,0.1167,0.0148,3,1,0
2699.0,81.0,1,0,279.0,199.0,199.0,159.0,196.2549,118.6276,68.2495,129.2797,136.2654,199.0,199.0,0.0,0,0.0,0.6315,1.971,0.0213,7,4,1
5340.0,161.0,1,0,159.0,278.0,278.0,159.0,410.1756,226.8447,357.0056,51.5388,58.3802,278.0,278.0,0.0,0,0.0,0.1292,0.1357,0.0335,3,4,0
10441.0,319.0,1,0,179.0,139.0,139.0,80.0,201.575,139.6755,193.8891,37.5533,48.169,139.0,139.0,238.0,0,537.0,-0.0468,0.2687,0.0247,1,4,0
2826.0,86.0,1,0,199.0,179.0,179.0,20.0,94.1236,101.1558,141.2091,50.8552,23.7065,179.0,179.0,1395.0,1,577.0,0.9667,0.6997,0.0203,4,5,0
7866.0,242.0,1,0,159.0,80.0,219.0,298.0,164.0922,176.6593,173.2195,25.5049,23.2433,219.0,109.5,0.0,0,0.0,0.2213,0.5258,0.0499,9,2,1
2221.0,71.0,1,0,0.0,757.0,1335.0,478.0,0.0,66.3042,0.0,72.5207,72.6705,1335.0,445.0,0.0,0,0.0,2.6859,2.6859,0.1977,1,1,1
5650.0,168.0,1,0,0.0,99.0,99.0,99.0,0.0,747.9215,0.0,384.0963,386.2062,99.0,99.0,0.0,0,0.0,0.139,0.2555,0.0095,4,4,1
7940.0,246.0,1,1,139.0,159.0,159.0,199.0,285.9204,83.1039,377.0676,117.7975,127.3038,159.0,159.0,0.0,0,298.0,0.1678,0.1988,0.0271,2,1,1
2038.0,65.0,0,1,119.0,119.0,119.0,159.0,196.6037,172.9653,147.411,53.3971,66.7083,119.0,119.0,0.0,0,0.0,0.1439,0.2524,0.0145,6,3,1
10734.0,330.0,1,0,219.0,259.0,259.0,258.0,125.5747,136.5375,62.6498,66.259,78.0256,259.0,259.0,0.0,0,0.0,0.399,0.308,0.0547,2,2,0
7361.0,225.0,1,1,159.0,179.0,179.0,338.0,707.356,193.0648,782.1023,82.8402,87.6427,179.0,179.0,0.0,0,1014.0,0.0513,0.1023,0.0179,9,1,0
1454.0,44.0,1,0,238.0,179.0,259.0,80.0,207.0006,150.7987,132.5028,81.939,63.2001,259.0,129.5,0.0,0,0.0,0.3776,0.2966,0.0174,10,5,0
2989.0,91.0,1,1,199.0,239.0,239.0,299.0,195.1442,97.0,149.0134,52.6522,114.3471,299.0,149.5,0.0,1,319.0,-0.5424,0.6906,0.0267,5,3,0
2192.0,70.0,1,1,139.0,239.0,239.0,199.0,464.0178,117.2774,497.3982,35.2456,54.3921,239.0,239.0,0.0,0,179.0,0.0494,0.5974,0.0194,8,1,1
5.0,1.0,1,0,159.0,139.0,139.0,239.0,185.0007,221.6269,84.214,101.5788,92.6634,139.0,139.0,0.0,0,0.0,0.039,0.183,0.0182,1,6,1
220.0,6.0,1,0,139.0,80.0,80.0,179.0,241.5186,494.1225,233.0193,13.6473,5.0,80.0,80.0,0.0,0,0.0,0.103,0.8065,0.0108,7,4,0
4999.0,153.0,1,1,179.0,239.0,418.0,239.0,114.7661,60.5186,160.0125,75.1332,56.1293,418.0,209.0,0.0,0,637.0,0.1771,0.1771,0.0349,2,1,1
8561.0,271.0,1,0,119.0,139.0,238.0,159.0,306.9405,165.7264,387.439,86.7078,46.2709,238.0,119.0,0.0,0,0.0,0.3122,0.3302,0.0422,5,1,1
3701.0,116.0,1,0,258.0,298.0,298.0,199.0,64.1327,211.3557,97.4987,28.1824,32.6879,298.0,298.0,0.0,1,298.0,0.5301,0.3121,0.0735,2,7,0
5117.0,155.0,1,0,0.0,139.0,139.0,358.0,141.8185,105.6433,105.9056,32.8976,57.1074,219.0,219.0,0.0,0,0.0,0.0833,0.0833,0.0197,3,3,0
8987.0,283.0,1,0,139.0,119.0,119.0,139.0,291.7795,180.6557,294.4096,20.025,18.554,119.0,119.0,0.0,0,0.0,0.0817,0.1052,0.0167,2,2,1
1697.0,52.0,1,1,258.0,119.0,119.0,139.0,151.4414,175.9638,192.5747,59.927,41.7433,278.0,139.0,3239.0,0,0.0,0.1871,0.1206,0.0244,9,1,1
2902.0,88.0,0,1,279.0,179.0,179.0,179.0,240.5546,1097.7561,251.4538,15.8824,26.5047,119.0,119.0,0.0,1,238.0,-0.0103,0.3597,0.0185,3,3,0
5006.0,153.0,1,1,179.0,239.0,418.0,239.0,133.0423,341.0367,183.4394,50.01,73.9003,219.0,219.0,0.0,0,637.0,0.0861,0.1056,0.0183,2,1,1
1734.0,54.0,1,1,239.0,99.0,198.0,80.0,79.7762,131.8797,113.1371,135.271,123.0254,238.0,238.0,0.0,0,0.0,0.1104,0.2813,0.0393,7,1,0
7143.0,217.0,1,0,159.0,99.0,99.0,497.0,129.0446,0.0,26.0768,101.2052,116.1077,99.0,99.0,0.0,0,0.0,0.4621,0.4621,0.0258,3,2,0
6858.0,206.0,0,1,119.0,99.0,99.0,80.0,211.3534,196.4701,80.4487,161.623,159.0739,99.0,99.0,0.0,0,0.0,0.0869,0.2544,0.043,3,6,0
7647.0,236.0,1,1,99.0,219.0,219.0,159.0,74.8081,258.4918,124.4588,70.7407,84.5946,219.0,219.0,1193.0,0,0.0,0.1856,0.2616,0.022,4,1,0
730.0,22.0,1,1,179.0,298.0,298.0,199.0,214.2825,109.1662,171.0731,45.5467,27.8927,159.0,159.0,99.0,1,1113.0,0.0316,0.0756,0.0095,1,5,1
3456.0,106.0,1,0,258.0,119.0,119.0,159.0,134.8008,299.2161,172.6268,42.2966,60.5083,119.0,119.0,0.0,1,378.0,0.3913,0.5288,0.0327,3,1,0
2549.0,78.0,1,0,279.0,199.0,219.0,219.0,71.9253,503.0002,22.1359,65.6201,61.8324,139.0,139.0,9087.0,1,3248.0,0.734,0.7725,0.0035,6,4,0
5405.0,163.0,1,0,239.0,219.0,219.0,139.0,173.1221,231.2385,101.3163,62.7415,76.4412,219.0,219.0,0.0,0,0.0,0.1392,0.0652,0.0238,3,2,0
4331.0,135.0,1,0,0.0,179.0,179.0,199.0,88.0057,161.6114,102.0441,8.0156,18.868,179.0,179.0,1909.0,0,179.0,0.034,0.091,0.0111,4,8,1
1615.0,49.0,1,1,139.0,159.0,159.0,179.0,375.6917,96.6049,401.263,40.8167,48.2312,159.0,159.0,2127.0,0,139.0,0.0831,0.1091,0.0435,8,2,0
3808.0,122.0,0,1,159.0,80.0,80.0,199.0,466.7786,440.6007,431.9352,35.0036,44.5028,80.0,80.0,0.0,0,0.0,-0.0077,-0.0077,0.0142,9,5,1
1498.0,45.0,1,1,219.0,99.0,99.0,179.0,108.1665,290.0431,109.7725,46.2088,48.6004,99.0,99.0,0.0,0,238.0,0.1571,0.1741,0.0156,5,1,0
1963.0,61.0,0,1,80.0,179.0,358.0,139.0,81.9421,176.0575,10.2956,79.3426,75.208,219.0,219.0,0.0,1,0.0,0.0144,0.0979,0.0176,4,5,0
3640.0,113.0,1,0,99.0,159.0,159.0,219.0,211.048,78.667,230.5927,91.1002,99.7246,159.0,159.0,0.0,0,0.0,0.09,0.164,0.0457,6,1,0
9638.0,297.0,1,0,99.0,199.0,199.0,99.0,161.6052,169.713,211.4001,48.0937,52.6522,199.0,199.0,0.0,0,0.0,0.1171,0.1461,0.0387,3,2,0
3212.0,98.0,1,0,279.0,179.0,179.0,179.0,121.6481,119.5377,47.634,108.538,93.9415,179.0,179.0,0.0,0,179.0,-1.1764,-0.4489,0.0126,3,2,1
4198.0,134.0,1,1,139.0,219.0,219.0,179.0,104.0637,196.0542,101.415,94.921,101.7079,219.0,219.0,0.0,0,0.0,0.0405,0.1015,0.0113,4,1,0
7564.0,231.0,1,0,219.0,219.0,219.0,278.0,221.0204,316.2278,168.1458,40.078,52.7873,219.0,219.0,0.0,0,0.0,0.2697,0.2697,0.0367,10,3,1
4816.0,148.0,1,0,139.0,258.0,258.0,139.0,723.3072,290.1556,803.1967,85.8429,88.5226,258.0,258.0,0.0,0,0.0,0.1436,0.2776,0.0147,8,1,1
3379.0,103.0,1,0,80.0,80.0,80.0,80.0,463.132,152.645,557.7741,86.7439,81.6165,80.0,80.0,0.0,0,0.0,0.129,0.1335,0.0111,6,1,0
5199.0,157.0,1,0,199.0,100.0,100.0,199.0,96.0208,100.5,41.6773,77.1751,82.0747,100.0,100.0,0.0,1,0.0,0.1008,0.1458,0.0103,6,2,0
1201.0,37.0,1,0,199.0,239.0,239.0,80.0,424.2717,174.5236,476.1197,53.2541,63.8847,239.0,239.0,0.0,0,0.0,0.1803,0.1793,0.0296,8,2,1
10094.0,308.0,1,0,80.0,80.0,80.0,139.0,158.418,196.0006,139.4346,21.5523,14.7054,80.0,80.0,139.0,0,0.0,-0.0248,0.1787,0.0086,6,4,0
283.0,9.0,1,0,159.0,139.0,139.0,99.0,388.0081,186.3867,356.3159,39.9531,48.5644,139.0,139.0,0.0,0,0.0,0.1644,0.1974,0.0178,1,4,1
900.0,28.0,1,0,258.0,338.0,338.0,199.0,251.7628,173.1416,220.4359,57.9159,48.283,338.0,338.0,0.0,0,0.0,-0.0191,0.1294,0.0362,1,7,1
3129.0,95.0,1,0,239.0,179.0,179.0,20.0,83.5853,66.7308,96.0052,20.0998,7.1589,179.0,179.0,20.0,0,0.0,1.3231,2.3481,0.0326,6,2,0
2290.0,73.0,0,1,239.0,159.0,159.0,179.0,80.8486,206.202,71.5891,38.0526,24.6221,159.0,159.0,179.0,0,0.0,-0.4198,-0.3453,0.0098,5,4,1
4067.0,130.0,1,1,239.0,139.0,278.0,199.0,278.2175,131.4201,220.8189,57.8662,62.2435,139.0,139.0,0.0,0,0.0,0.1636,0.4321,0.0128,6,3,0
717.0,22.0,0,0,119.0,199.0,199.0,199.0,138.5577,116.3454,57.1402,80.399,78.5064,199.0,199.0,0.0,0,796.0,0.0696,0.0696,0.0119,5,5,1
9207.0,288.0,1,0,119.0,159.0,159.0,179.0,146.1677,490.7178,268.1511,115.0174,118.2381,159.0,159.0,0.0,1,159.0,0.1107,0.2302,0.0228,5,4,0
1537.0,46.0,1,0,139.0,80.0,80.0,139.0,703.7565,119.501,681.1989,111.2036,107.5174,80.0,80.0,0.0,0,0.0,0.1861,0.3311,0.0205,10,1,0
1196.0,37.0,1,0,179.0,139.0,139.0,258.0,143.5035,558.9387,108.8531,40.1404,37.8715,139.0,139.0,0.0,0,0.0,-0.0232,0.1803,0.0172,6,7,0
10051.0,307.0,1,0,139.0,259.0,259.0,80.0,312.9077,141.1737,363.3731,51.6624,60.407,259.0,259.0,0.0,0,0.0,0.1452,0.2672,0.0503,6,1,0
7327.0,225.0,1,0,0.0,239.0,239.0,139.0,0.0,78.4889,0.0,72.0434,41.8001,239.0,239.0,139.0,0,0.0,0.1238,0.2543,0.0239,2,2,1
5034.0,153.0,1,0,139.0,139.0,139.0,199.0,126.0724,848.6849,64.3273,61.3861,85.5365,139.0,139.0,0.0,0,0.0,0.2981,0.4211,0.0116,8,8,0
7389.0,226.0,1,1,139.0,179.0,318.0,179.0,618.8184,501.3415,743.9207,126.5306,68.0331,318.0,159.0,3341.0,0,318.0,-0.0292,-0.0562,0.0388,4,2,1
4712.0,145.0,1,0,219.0,238.0,238.0,139.0,252.5045,281.8639,320.0141,66.2212,59.6029,238.0,238.0,0.0,1,714.0,0.2152,0.1872,0.0287,2,1,1
3371.0,103.0,1,0,119.0,119.0,119.0,159.0,258.0237,94.3835,216.2267,58.5235,39.246,119.0,119.0,159.0,0,0.0,0.0845,0.248,0.0166,3,5,0
9092.0,286.0,1,0,139.0,119.0,119.0,119.0,322.9478,185.4036,224.8044,104.8725,94.9868,119.0,119.0,298.0,1,179.0,0.1552,0.3162,0.0132,1,4,1
9600.0,296.0,1,1,159.0,179.0,179.0,159.0,143.0079,109.11,245.1306,110.7362,99.505,199.0,199.0,0.0,0,577.0,0.0386,0.0621,0.0223,2,1,0
2468.0,77.0,0,1,20.0,219.0,219.0,239.0,450.0189,70.5443,491.4672,53.6773,64.5949,219.0,219.0,0.0,1,0.0,-0.924,0.447,0.0193,6,1,1
3170.0,97.0,1,0,179.0,259.0,259.0,438.0,140.4724,115.5692,104.7855,32.8672,21.9317,259.0,259.0,0.0,1,0.0,1.1726,1.1726,0.05,1,3,0
5481.0,164.0,1,0,80.0,80.0,80.0,80.0,211.0148,255.6956,110.44,109.5822,100.0,80.0,80.0,0.0,0,80.0,0.2222,0.3567,0.0068,9,2,1
8220.0,256.0,0,1,139.0,119.0,119.0,219.0,580.5603,110.6345,635.0787,57.0022,31.8904,99.0,99.0,0.0,0,99.0,0.2364,0.2754,0.0085,5,2,0
255.0,7.0,1,0,139.0,139.0,139.0,119.0,67.5666,145.9495,99.1262,26.0048,35.5141,139.0,139.0,0.0,1,139.0,0.5104,0.5104,0.0249,9,2,1
4369.0,136.0,1,0,179.0,139.0,139.0,258.0,1351.7157,136.2066,173.4157,49.5101,37.0844,139.0,139.0,258.0,0,0.0,-0.0858,-0.0378,0.0052,4,6,0
6494.0,192.0,1,0,119.0,139.0,139.0,99.0,598.312,35.805,657.0,60.0333,57.0088,139.0,139.0,0.0,0,0.0,-0.1101,0.0859,0.0369,4,1,1
